s_adj	business	date	sales
Not Seasonally Adjusted	44200	1994.11	5746400000
Not Seasonally Adjusted	44200	1994.12	6317712000
Not Seasonally Adjusted	44200	1995.01	4660298000
Not Seasonally Adjusted	44200	1995.02	4418692000
Not Seasonally Adjusted	44200	1995.03	5094731000
Not Seasonally Adjusted	44200	1995.04	4829097000
Not Seasonally Adjusted	44200	1995.05	5206334000
Not Seasonally Adjusted	44200	1995.06	5206299000
Not Seasonally Adjusted	44200	1995.07	5201004000
Not Seasonally Adjusted	44200	1995.08	5517736000
Not Seasonally Adjusted	44200	1995.09	5428737000
Not Seasonally Adjusted	44200	1995.1	5515864000
Not Seasonally Adjusted	44200	1995.11	6100549000
Not Seasonally Adjusted	44200	1995.12	6421560000
Not Seasonally Adjusted	44200	1996.01	4798030000
Not Seasonally Adjusted	44200	1996.02	4840803000
Not Seasonally Adjusted	44200	1996.03	5421000000
Not Seasonally Adjusted	44200	1996.04	5319050000
Not Seasonally Adjusted	44200	1996.05	5613608000
Not Seasonally Adjusted	44200	1996.06	5490354000
Not Seasonally Adjusted	44200	1996.07	5685606000
Not Seasonally Adjusted	44200	1996.08	5904552000
Not Seasonally Adjusted	44200	1996.09	5598786000
Not Seasonally Adjusted	44200	1996.1	5982103000
Not Seasonally Adjusted	44200	1996.11	6437592000
Not Seasonally Adjusted	44200	1996.12	6755499000
Not Seasonally Adjusted	44200	1997.01	5324964000
Not Seasonally Adjusted	44200	1997.02	5129012000
Not Seasonally Adjusted	44200	1997.03	5729592000
Not Seasonally Adjusted	44200	1997.04	5685344000
Not Seasonally Adjusted	44200	1997.05	6024018000
Not Seasonally Adjusted	44200	1997.06	5818704000
Not Seasonally Adjusted	44200	1997.07	6039954000
Not Seasonally Adjusted	44200	1997.08	6277080000
Not Seasonally Adjusted	44200	1997.09	6104595000
Not Seasonally Adjusted	44200	1997.1	6376735000
Not Seasonally Adjusted	44200	1997.11	6791260000
Not Seasonally Adjusted	44200	1997.12	7560894000
Not Seasonally Adjusted	44200	1998.01	5831203000
Not Seasonally Adjusted	44200	1998.02	5591982000
Not Seasonally Adjusted	44200	1998.03	6174144000
Not Seasonally Adjusted	44200	1998.04	6051084000
Not Seasonally Adjusted	44200	1998.05	6237700000
Not Seasonally Adjusted	44200	1998.06	6322656000
Not Seasonally Adjusted	44200	1998.07	6480820000
Not Seasonally Adjusted	44200	1998.08	6515895000
Not Seasonally Adjusted	44200	1998.09	6341184000
Not Seasonally Adjusted	44200	1998.1	6707700000
Not Seasonally Adjusted	44200	1998.11	7201040000
Not Seasonally Adjusted	44200	1998.12	8113265000
Not Seasonally Adjusted	44200	1999.01	5931900000
Not Seasonally Adjusted	44200	1999.02	6007966000
Not Seasonally Adjusted	44200	1999.03	6802815000
Not Seasonally Adjusted	44200	1999.04	6492789000
Not Seasonally Adjusted	44200	1999.05	6697080000
Not Seasonally Adjusted	44200	1999.06	6864057000
Not Seasonally Adjusted	44200	1999.07	6973592000
Not Seasonally Adjusted	44200	1999.08	7256040000
Not Seasonally Adjusted	44200	1999.09	7151550000
Not Seasonally Adjusted	44200	1999.1	7351848000
Not Seasonally Adjusted	44200	1999.11	8020502000
Not Seasonally Adjusted	44200	1999.12	8898708000
Not Seasonally Adjusted	44200	2000.01	6649720000
Not Seasonally Adjusted	44200	2000.02	7002412000
Not Seasonally Adjusted	44200	2000.03	7634836000
Not Seasonally Adjusted	44200	2000.04	7148400000
Not Seasonally Adjusted	44200	2000.05	7648565000
Not Seasonally Adjusted	44200	2000.06	7499790000
Not Seasonally Adjusted	44200	2000.07	7520410000
Not Seasonally Adjusted	44200	2000.08	7985937000
Not Seasonally Adjusted	44200	2000.09	7548264000
Not Seasonally Adjusted	44200	2000.1	7680420000
Not Seasonally Adjusted	44200	2000.11	8358670000
Not Seasonally Adjusted	44200	2000.12	8650638000
Not Seasonally Adjusted	44200	2001.01	7061112000
Not Seasonally Adjusted	44200	2001.02	6808232000
Not Seasonally Adjusted	44200	2001.03	7586142000
Not Seasonally Adjusted	44200	2001.04	6952014000
Not Seasonally Adjusted	44200	2001.05	7566426000
Not Seasonally Adjusted	44200	2001.06	7506936000
Not Seasonally Adjusted	44200	2001.07	7472816000
Not Seasonally Adjusted	44200	2001.08	7986935000
Not Seasonally Adjusted	44200	2001.09	7093740000
Not Seasonally Adjusted	44200	2001.1	7619472000
Not Seasonally Adjusted	44200	2001.11	8562540000
Not Seasonally Adjusted	44200	2001.12	9429458000
Not Seasonally Adjusted	44200	2002.01	7163398000
Not Seasonally Adjusted	44200	2002.02	7100148000
Not Seasonally Adjusted	44200	2002.03	7785296000
Not Seasonally Adjusted	44200	2002.04	7377666000
Not Seasonally Adjusted	44200	2002.05	7997790000
Not Seasonally Adjusted	44200	2002.06	7510888000
Not Seasonally Adjusted	44200	2002.07	7683223000
Not Seasonally Adjusted	44200	2002.08	8218422000
Not Seasonally Adjusted	44200	2002.09	7470567000
Not Seasonally Adjusted	44200	2002.1	7879281000
Not Seasonally Adjusted	44200	2002.11	8863350000
Not Seasonally Adjusted	44200	2002.12	9561161000
Not Seasonally Adjusted	44200	2003.01	7211393000
Not Seasonally Adjusted	44200	2003.02	6727350000
Not Seasonally Adjusted	44200	2003.03	7632930000
Not Seasonally Adjusted	44200	2003.04	7385565000
Not Seasonally Adjusted	44200	2003.05	8087142000
Not Seasonally Adjusted	44200	2003.06	7759800000
Not Seasonally Adjusted	44200	2003.07	8079400000
Not Seasonally Adjusted	44200	2003.08	8388408000
Not Seasonally Adjusted	44200	2003.09	8022300000
Not Seasonally Adjusted	44200	2003.1	8358108000
Not Seasonally Adjusted	44200	2003.11	9025560000
Not Seasonally Adjusted	44200	2003.12	10175594000
Not Seasonally Adjusted	44200	2004.01	7659036000
Not Seasonally Adjusted	44200	2004.02	7622160000
Not Seasonally Adjusted	44200	2004.03	8509050000
Not Seasonally Adjusted	44200	2004.04	8002800000
Not Seasonally Adjusted	44200	2004.05	8124096000
Not Seasonally Adjusted	44200	2004.06	8457908000
Not Seasonally Adjusted	44200	2004.07	8909784000
Not Seasonally Adjusted	44200	2004.08	8897536000
Not Seasonally Adjusted	44200	2004.09	8456984000
Not Seasonally Adjusted	44200	2004.1	8733683000
Not Seasonally Adjusted	44200	2004.11	9608623000
Not Seasonally Adjusted	44200	2004.12	10935575000
Not Seasonally Adjusted	44200	2005.01	7916922000
Not Seasonally Adjusted	44200	2005.02	7983420000
Not Seasonally Adjusted	44200	2005.03	8797980000
Not Seasonally Adjusted	44200	2005.04	8426808000
Not Seasonally Adjusted	44200	2005.05	8659953000
Not Seasonally Adjusted	44200	2005.06	8977530000
Not Seasonally Adjusted	44200	2005.07	8966274000
Not Seasonally Adjusted	44200	2005.08	9615134000
Not Seasonally Adjusted	44200	2005.09	9225600000
Not Seasonally Adjusted	44200	2005.1	9118872000
Not Seasonally Adjusted	44200	2005.11	10241046000
Not Seasonally Adjusted	44200	2005.12	11304768000
Not Seasonally Adjusted	44200	2006.01	8603649000
Not Seasonally Adjusted	44200	2006.02	8464392000
Not Seasonally Adjusted	44200	2006.03	9420653000
Not Seasonally Adjusted	44200	2006.04	8565222000
Not Seasonally Adjusted	44200	2006.05	9219028000
Not Seasonally Adjusted	44200	2006.06	9452940000
Not Seasonally Adjusted	44200	2006.07	9249150000
Not Seasonally Adjusted	44200	2006.08	9941184000
Not Seasonally Adjusted	44200	2006.09	9508812000
Not Seasonally Adjusted	44200	2006.1	9174400000
Not Seasonally Adjusted	44200	2006.11	10182303000
Not Seasonally Adjusted	44200	2006.12	11037516000
Not Seasonally Adjusted	44200	2007.01	8779207000
Not Seasonally Adjusted	44200	2007.02	8405376000
Not Seasonally Adjusted	44200	2007.03	9398770000
Not Seasonally Adjusted	44200	2007.04	8541873000
Not Seasonally Adjusted	44200	2007.05	9258116000
Not Seasonally Adjusted	44200	2007.06	9163200000
Not Seasonally Adjusted	44200	2007.07	9193856000
Not Seasonally Adjusted	44200	2007.08	9872856000
Not Seasonally Adjusted	44200	2007.09	8895331000
Not Seasonally Adjusted	44200	2007.1	9085230000
Not Seasonally Adjusted	44200	2007.11	10042920000
Not Seasonally Adjusted	44200	2007.12	10515846000
Not Seasonally Adjusted	44200	2008.01	8227560000
Not Seasonally Adjusted	44200	2008.02	8191160000
Not Seasonally Adjusted	44200	2008.03	8496936000
Not Seasonally Adjusted	44200	2008.04	8168764000
Not Seasonally Adjusted	44200	2008.05	8777520000
Not Seasonally Adjusted	44200	2008.06	8304596000
Not Seasonally Adjusted	44200	2008.07	8713860000
Not Seasonally Adjusted	44200	2008.08	8715312000
Not Seasonally Adjusted	44200	2008.09	7926835000
Not Seasonally Adjusted	44200	2008.1	7969818000
Not Seasonally Adjusted	44200	2008.11	8394511000
Not Seasonally Adjusted	44200	2008.12	9171338000
Not Seasonally Adjusted	44200	2009.01	7075428000
Not Seasonally Adjusted	44200	2009.02	6885442000
Not Seasonally Adjusted	44200	2009.03	7233950000
Not Seasonally Adjusted	44200	2009.04	6933157000
Not Seasonally Adjusted	44200	2009.05	7330960000
Not Seasonally Adjusted	44200	2009.06	7316580000
Not Seasonally Adjusted	44200	2009.07	7613760000
Not Seasonally Adjusted	44200	2009.08	7599501000
Not Seasonally Adjusted	44200	2009.09	7397292000
Not Seasonally Adjusted	44200	2009.1	7288995000
Not Seasonally Adjusted	44200	2009.11	7861698000
Not Seasonally Adjusted	44200	2009.12	8986488000
Not Seasonally Adjusted	44200	2010.01	6767411000
Not Seasonally Adjusted	44200	2010.02	6934576000
Not Seasonally Adjusted	44200	2010.03	7810016000
Not Seasonally Adjusted	44200	2010.04	7238468000
Not Seasonally Adjusted	44200	2010.05	7469092000
Not Seasonally Adjusted	44200	2010.06	7425566000
Not Seasonally Adjusted	44200	2010.07	7798626000
Not Seasonally Adjusted	44200	2010.08	7894590000
Not Seasonally Adjusted	44200	2010.09	7622724000
Not Seasonally Adjusted	44200	2010.1	7285226000
Not Seasonally Adjusted	44200	2010.11	8112896000
Not Seasonally Adjusted	44200	2010.12	9184047000
Not Seasonally Adjusted	44300	1992.01	3258792000
Not Seasonally Adjusted	44300	1992.02	3044220000
Not Seasonally Adjusted	44300	1992.03	3275832000
Not Seasonally Adjusted	44300	1992.04	3177455000
Not Seasonally Adjusted	44300	1992.05	3222207000
Not Seasonally Adjusted	44300	1992.06	3440112000
Not Seasonally Adjusted	44300	1992.07	3495157000
Not Seasonally Adjusted	44300	1992.08	3427984000
Not Seasonally Adjusted	44300	1992.09	3431753000
Not Seasonally Adjusted	44300	1992.1	3582336000
Not Seasonally Adjusted	44300	1992.11	3858857000
Not Seasonally Adjusted	44300	1992.12	5571520000
Not Seasonally Adjusted	44300	1993.01	3583368000
Not Seasonally Adjusted	44300	1993.02	3277810000
Not Seasonally Adjusted	44300	1993.03	3708495000
Not Seasonally Adjusted	44300	1993.04	3544272000
Not Seasonally Adjusted	44300	1993.05	3579030000
Not Seasonally Adjusted	44300	1993.06	3876860000
Not Seasonally Adjusted	44300	1993.07	4004088000
Not Seasonally Adjusted	44300	1993.08	4031118000
Not Seasonally Adjusted	44300	1993.09	4026425000
Not Seasonally Adjusted	44300	1993.1	4060110000
Not Seasonally Adjusted	44300	1993.11	4563316000
Not Seasonally Adjusted	44300	1993.12	6522048000
Not Seasonally Adjusted	44300	1994.01	4080912000
Not Seasonally Adjusted	44300	1994.02	3831184000
Not Seasonally Adjusted	44300	1994.03	4358562000
Not Seasonally Adjusted	44300	1994.04	4097832000
Not Seasonally Adjusted	44300	1994.05	4204400000
Not Seasonally Adjusted	44300	1994.06	4581954000
Not Seasonally Adjusted	44300	1994.07	4437632000
Not Seasonally Adjusted	44300	1994.08	4746988000
Not Seasonally Adjusted	44300	1994.09	4679500000
Not Seasonally Adjusted	44300	1994.1	4866272000
Not Seasonally Adjusted	44300	1994.11	5555166000
Not Seasonally Adjusted	44300	1994.12	7929372000
Not Seasonally Adjusted	44300	1995.01	4941732000
Not Seasonally Adjusted	44300	1995.02	4537840000
Not Seasonally Adjusted	44300	1995.03	5111748000
Not Seasonally Adjusted	44300	1995.04	4591510000
Not Seasonally Adjusted	44300	1995.05	4992446000
Not Seasonally Adjusted	44300	1995.06	5264075000
Not Seasonally Adjusted	44300	1995.07	4956644000
Not Seasonally Adjusted	44300	1995.08	5420250000
Not Seasonally Adjusted	44300	1995.09	5250816000
Not Seasonally Adjusted	44300	1995.1	5326480000
Not Seasonally Adjusted	44300	1995.11	6030332000
Not Seasonally Adjusted	44300	1995.12	8530183000
Not Seasonally Adjusted	44300	1996.01	5324274000
Not Seasonally Adjusted	44300	1996.02	5022486000
Not Seasonally Adjusted	44300	1996.03	5455597000
Not Seasonally Adjusted	44300	1996.04	5181651000
Not Seasonally Adjusted	44300	1996.05	5376104000
Not Seasonally Adjusted	44300	1996.06	5411120000
Not Seasonally Adjusted	44300	1996.07	5328855000
Not Seasonally Adjusted	44300	1996.08	5729000000
Not Seasonally Adjusted	44300	1996.09	5497128000
Not Seasonally Adjusted	44300	1996.1	5605574000
Not Seasonally Adjusted	44300	1996.11	6136560000
Not Seasonally Adjusted	44300	1996.12	8409240000
Not Seasonally Adjusted	44300	1997.01	5321784000
Not Seasonally Adjusted	44300	1997.02	5038428000
Not Seasonally Adjusted	44300	1997.03	5482634000
Not Seasonally Adjusted	44300	1997.04	5259150000
Not Seasonally Adjusted	44300	1997.05	5385444000
Not Seasonally Adjusted	44300	1997.06	5485840000
Not Seasonally Adjusted	44300	1997.07	5666970000
Not Seasonally Adjusted	44300	1997.08	5877630000
Not Seasonally Adjusted	44300	1997.09	5611136000
Not Seasonally Adjusted	44300	1997.1	5641552000
Not Seasonally Adjusted	44300	1997.11	6369183000
Not Seasonally Adjusted	44300	1997.12	9127944000
Not Seasonally Adjusted	44300	1998.01	5904800000
Not Seasonally Adjusted	44300	1998.02	5449570000
Not Seasonally Adjusted	44300	1998.03	5855654000
Not Seasonally Adjusted	44300	1998.04	5412276000
Not Seasonally Adjusted	44300	1998.05	5579800000
Not Seasonally Adjusted	44300	1998.06	5904545000
Not Seasonally Adjusted	44300	1998.07	6047040000
Not Seasonally Adjusted	44300	1998.08	6317302000
Not Seasonally Adjusted	44300	1998.09	5901320000
Not Seasonally Adjusted	44300	1998.1	5904775000
Not Seasonally Adjusted	44300	1998.11	6730984000
Not Seasonally Adjusted	44300	1998.12	9703688000
Not Seasonally Adjusted	44300	1999.01	6067014000
Not Seasonally Adjusted	44300	1999.02	5680640000
Not Seasonally Adjusted	44300	1999.03	6246800000
Not Seasonally Adjusted	44300	1999.04	5745168000
Not Seasonally Adjusted	44300	1999.05	5985930000
Not Seasonally Adjusted	44300	1999.06	6196480000
Not Seasonally Adjusted	44300	1999.07	6407104000
Not Seasonally Adjusted	44300	1999.08	6523188000
Not Seasonally Adjusted	44300	1999.09	6304136000
Not Seasonally Adjusted	44300	1999.1	6151786000
Not Seasonally Adjusted	44300	1999.11	7111689000
Not Seasonally Adjusted	44300	1999.12	10676512000
Not Seasonally Adjusted	44300	2000.01	6632475000
Not Seasonally Adjusted	44300	2000.02	6528170000
Not Seasonally Adjusted	44300	2000.03	6761870000
Not Seasonally Adjusted	44300	2000.04	6101172000
Not Seasonally Adjusted	44300	2000.05	6360878000
Not Seasonally Adjusted	44300	2000.06	6339360000
Not Seasonally Adjusted	44300	2000.07	6260602000
Not Seasonally Adjusted	44300	2000.08	6759035000
Not Seasonally Adjusted	44300	2000.09	6477481000
Not Seasonally Adjusted	44300	2000.1	6157060000
Not Seasonally Adjusted	44300	2000.11	7301568000
Not Seasonally Adjusted	44300	2000.12	10632180000
Not Seasonally Adjusted	44300	2001.01	6425300000
Not Seasonally Adjusted	44300	2001.02	5965200000
Not Seasonally Adjusted	44300	2001.03	6346012000
Not Seasonally Adjusted	44300	2001.04	5563644000
Not Seasonally Adjusted	44300	2001.05	5960712000
Not Seasonally Adjusted	44300	2001.06	6154206000
Not Seasonally Adjusted	44300	2001.07	6151838000
Not Seasonally Adjusted	44300	2001.08	6636000000
Not Seasonally Adjusted	44300	2001.09	5992472000
Not Seasonally Adjusted	44300	2001.1	6124896000
Not Seasonally Adjusted	44300	2001.11	7698192000
Not Seasonally Adjusted	44300	2001.12	11454471000
Not Seasonally Adjusted	44300	2002.01	6622397000
Not Seasonally Adjusted	44300	2002.02	6280215000
Not Seasonally Adjusted	44300	2002.03	6611373000
Not Seasonally Adjusted	44300	2002.04	6006000000
Not Seasonally Adjusted	44300	2002.05	6514775000
Not Seasonally Adjusted	44300	2002.06	6541839000
Not Seasonally Adjusted	44300	2002.07	6508535000
Not Seasonally Adjusted	44300	2002.08	6938520000
Not Seasonally Adjusted	44300	2002.09	6336639000
Not Seasonally Adjusted	44300	2002.1	6443680000
Not Seasonally Adjusted	44300	2002.11	7698119000
Not Seasonally Adjusted	44300	2002.12	11403198000
Not Seasonally Adjusted	44300	2003.01	6529120000
Not Seasonally Adjusted	44300	2003.02	6039732000
Not Seasonally Adjusted	44300	2003.03	6345596000
Not Seasonally Adjusted	44300	2003.04	5866020000
Not Seasonally Adjusted	44300	2003.05	6579520000
Not Seasonally Adjusted	44300	2003.06	6638634000
Not Seasonally Adjusted	44300	2003.07	6834268000
Not Seasonally Adjusted	44300	2003.08	7383432000
Not Seasonally Adjusted	44300	2003.09	6804964000
Not Seasonally Adjusted	44300	2003.1	6917766000
Not Seasonally Adjusted	44300	2003.11	8313800000
Not Seasonally Adjusted	44300	2003.12	12558018000
Not Seasonally Adjusted	44300	2004.01	7146084000
Not Seasonally Adjusted	44300	2004.02	6967620000
Not Seasonally Adjusted	44300	2004.03	7217604000
Not Seasonally Adjusted	44300	2004.04	6666720000
Not Seasonally Adjusted	44300	2004.05	7142910000
Not Seasonally Adjusted	44300	2004.06	7413952000
Not Seasonally Adjusted	44300	2004.07	7451586000
Not Seasonally Adjusted	44300	2004.08	7812116000
Not Seasonally Adjusted	44300	2004.09	7317255000
Not Seasonally Adjusted	44300	2004.1	7253279000
Not Seasonally Adjusted	44300	2004.11	8952755000
Not Seasonally Adjusted	44300	2004.12	13198720000
Not Seasonally Adjusted	44300	2005.01	7559040000
Not Seasonally Adjusted	44300	2005.02	7538456000
Not Seasonally Adjusted	44300	2005.03	7886970000
Not Seasonally Adjusted	44300	2005.04	7202010000
Not Seasonally Adjusted	44300	2005.05	7613620000
Not Seasonally Adjusted	44300	2005.06	7905456000
Not Seasonally Adjusted	44300	2005.07	7866950000
Not Seasonally Adjusted	44300	2005.08	8474415000
Not Seasonally Adjusted	44300	2005.09	7917750000
Not Seasonally Adjusted	44300	2005.1	7821405000
Not Seasonally Adjusted	44300	2005.11	9679137000
Not Seasonally Adjusted	44300	2005.12	13989200000
Not Seasonally Adjusted	44300	2006.01	8484390000
Not Seasonally Adjusted	44300	2006.02	8013744000
Not Seasonally Adjusted	44300	2006.03	8419188000
Not Seasonally Adjusted	44300	2006.04	7567464000
Not Seasonally Adjusted	44300	2006.05	8197878000
Not Seasonally Adjusted	44300	2006.06	8343510000
Not Seasonally Adjusted	44300	2006.07	8288896000
Not Seasonally Adjusted	44300	2006.08	8903238000
Not Seasonally Adjusted	44300	2006.09	8248042000
Not Seasonally Adjusted	44300	2006.1	7927712000
Not Seasonally Adjusted	44300	2006.11	10318231000
Not Seasonally Adjusted	44300	2006.12	15228616000
Not Seasonally Adjusted	44300	2007.01	8725579000
Not Seasonally Adjusted	44300	2007.02	8382120000
Not Seasonally Adjusted	44300	2007.03	8581714000
Not Seasonally Adjusted	44300	2007.04	7719972000
Not Seasonally Adjusted	44300	2007.05	8496306000
Not Seasonally Adjusted	44300	2007.06	8420610000
Not Seasonally Adjusted	44300	2007.07	8458875000
Not Seasonally Adjusted	44300	2007.08	9188536000
Not Seasonally Adjusted	44300	2007.09	8284896000
Not Seasonally Adjusted	44300	2007.1	8277776000
Not Seasonally Adjusted	44300	2007.11	11040000000
Not Seasonally Adjusted	44300	2007.12	15125950000
Not Seasonally Adjusted	44300	2008.01	8766928000
Not Seasonally Adjusted	44300	2008.02	8778605000
Not Seasonally Adjusted	44300	2008.03	8549079000
Not Seasonally Adjusted	44300	2008.04	8002300000
Not Seasonally Adjusted	44300	2008.05	8920500000
Not Seasonally Adjusted	44300	2008.06	8660346000
Not Seasonally Adjusted	44300	2008.07	8833968000
Not Seasonally Adjusted	44300	2008.08	9024219000
Not Seasonally Adjusted	44300	2008.09	8070272000
Not Seasonally Adjusted	44300	2008.1	7811827000
Not Seasonally Adjusted	44300	2008.11	10123830000
Not Seasonally Adjusted	44300	2008.12	13550813000
Not Seasonally Adjusted	44300	2009.01	8515254000
Not Seasonally Adjusted	44300	2009.02	8358978000
Not Seasonally Adjusted	44300	2009.03	7773352000
Not Seasonally Adjusted	44300	2009.04	7104111000
Not Seasonally Adjusted	44300	2009.05	7551852000
Not Seasonally Adjusted	44300	2009.06	7635320000
Not Seasonally Adjusted	44300	2009.07	7589760000
Not Seasonally Adjusted	44300	2009.08	7964211000
Not Seasonally Adjusted	44300	2009.09	7393074000
Not Seasonally Adjusted	44300	2009.1	7362315000
Not Seasonally Adjusted	44300	2009.11	9684400000
Not Seasonally Adjusted	44300	2009.12	13161344000
Not Seasonally Adjusted	44300	2010.01	7890477000
Not Seasonally Adjusted	44300	2010.02	8236371000
Not Seasonally Adjusted	44300	2010.03	8138658000
Not Seasonally Adjusted	44300	2010.04	7339240000
Not Seasonally Adjusted	44300	2010.05	7895370000
Not Seasonally Adjusted	44300	2010.06	8204658000
Not Seasonally Adjusted	44300	2010.07	8161293000
Not Seasonally Adjusted	44300	2010.08	8257808000
Not Seasonally Adjusted	44300	2010.09	7870785000
Not Seasonally Adjusted	44300	2010.1	7542200000
Not Seasonally Adjusted	44300	2010.11	9760755000
Not Seasonally Adjusted	44300	2010.12	13328339000
Not Seasonally Adjusted	44400	1992.01	9018691000
Not Seasonally Adjusted	44400	1992.02	9059312000
Not Seasonally Adjusted	44400	1992.03	10597392000
Not Seasonally Adjusted	44400	1992.04	11652058000
Not Seasonally Adjusted	44400	1992.05	12240316000
Not Seasonally Adjusted	44400	1992.06	12195936000
Not Seasonally Adjusted	44400	1992.07	11700744000
Not Seasonally Adjusted	44400	1992.08	11244912000
Not Seasonally Adjusted	44400	1992.09	11345754000
Not Seasonally Adjusted	44400	1992.1	11605000000
Not Seasonally Adjusted	44400	1992.11	10177475000
Not Seasonally Adjusted	44400	1992.12	10373000000
Not Seasonally Adjusted	44400	1993.01	8976453000
Not Seasonally Adjusted	44400	1993.02	9257387000
Not Seasonally Adjusted	44400	1993.03	11114649000
Not Seasonally Adjusted	44400	1993.04	12373560000
Not Seasonally Adjusted	44400	1993.05	13267040000
Not Seasonally Adjusted	44400	1993.06	13241340000
Not Seasonally Adjusted	44400	1993.07	12543142000
Not Seasonally Adjusted	44400	1993.08	12472911000
Not Seasonally Adjusted	44400	1993.09	12136568000
Not Seasonally Adjusted	44400	1993.1	12236800000
Not Seasonally Adjusted	44400	1993.11	11874552000
Not Seasonally Adjusted	44400	1993.12	11780176000
Not Seasonally Adjusted	44400	1994.01	9725690000
Not Seasonally Adjusted	44400	1994.02	9910928000
Not Seasonally Adjusted	44400	1994.03	12693780000
Not Seasonally Adjusted	44400	1994.04	13925300000
Not Seasonally Adjusted	44400	1994.05	15011248000
Not Seasonally Adjusted	44400	1994.06	14775453000
Not Seasonally Adjusted	44400	1994.07	13605888000
Not Seasonally Adjusted	44400	1994.08	14294880000
Not Seasonally Adjusted	44400	1994.09	13769946000
Not Seasonally Adjusted	44400	1994.1	13901274000
Not Seasonally Adjusted	44400	1994.11	12971530000
Not Seasonally Adjusted	44400	1994.12	12833434000
Not Seasonally Adjusted	44400	1995.01	11032974000
Not Seasonally Adjusted	44400	1995.02	11000288000
Not Seasonally Adjusted	44400	1995.03	13486519000
Not Seasonally Adjusted	44400	1995.04	13916606000
Not Seasonally Adjusted	44400	1995.05	15830906000
Not Seasonally Adjusted	44400	1995.06	15436008000
Not Seasonally Adjusted	44400	1995.07	14149865000
Not Seasonally Adjusted	44400	1995.08	14767275000
Not Seasonally Adjusted	44400	1995.09	13957020000
Not Seasonally Adjusted	44400	1995.1	14567581000
Not Seasonally Adjusted	44400	1995.11	13632555000
Not Seasonally Adjusted	44400	1995.12	13104514000
Not Seasonally Adjusted	44400	1996.01	11590432000
Not Seasonally Adjusted	44400	1996.02	11805744000
Not Seasonally Adjusted	44400	1996.03	13420890000
Not Seasonally Adjusted	44400	1996.04	15644770000
Not Seasonally Adjusted	44400	1996.05	17135454000
Not Seasonally Adjusted	44400	1996.06	16230732000
Not Seasonally Adjusted	44400	1996.07	16202004000
Not Seasonally Adjusted	44400	1996.08	15769204000
Not Seasonally Adjusted	44400	1996.09	14914055000
Not Seasonally Adjusted	44400	1996.1	16185056000
Not Seasonally Adjusted	44400	1996.11	14448105000
Not Seasonally Adjusted	44400	1996.12	13637794000
Not Seasonally Adjusted	44400	1997.01	12502620000
Not Seasonally Adjusted	44400	1997.02	12501576000
Not Seasonally Adjusted	44400	1997.03	15082200000
Not Seasonally Adjusted	44400	1997.04	17261580000
Not Seasonally Adjusted	44400	1997.05	18443580000
Not Seasonally Adjusted	44400	1997.06	17697422000
Not Seasonally Adjusted	44400	1997.07	17491230000
Not Seasonally Adjusted	44400	1997.08	16365368000
Not Seasonally Adjusted	44400	1997.09	16634072000
Not Seasonally Adjusted	44400	1997.1	17355000000
Not Seasonally Adjusted	44400	1997.11	14794918000
Not Seasonally Adjusted	44400	1997.12	15289100000
Not Seasonally Adjusted	44400	1998.01	13216788000
Not Seasonally Adjusted	44400	1998.02	13182400000
Not Seasonally Adjusted	44400	1998.03	16010619000
Not Seasonally Adjusted	44400	1998.04	18440868000
Not Seasonally Adjusted	44400	1998.05	19152000000
Not Seasonally Adjusted	44400	1998.06	19130660000
Not Seasonally Adjusted	44400	1998.07	18388805000
Not Seasonally Adjusted	44400	1998.08	17134485000
Not Seasonally Adjusted	44400	1998.09	17305272000
Not Seasonally Adjusted	44400	1998.1	17952618000
Not Seasonally Adjusted	44400	1998.11	16148520000
Not Seasonally Adjusted	44400	1998.12	16504768000
Not Seasonally Adjusted	44400	1999.01	13842182000
Not Seasonally Adjusted	44400	1999.02	14341218000
Not Seasonally Adjusted	44400	1999.03	17752704000
Not Seasonally Adjusted	44400	1999.04	19836905000
Not Seasonally Adjusted	44400	1999.05	20741996000
Not Seasonally Adjusted	44400	1999.06	20771622000
Not Seasonally Adjusted	44400	1999.07	19493215000
Not Seasonally Adjusted	44400	1999.08	18996390000
Not Seasonally Adjusted	44400	1999.09	18411275000
Not Seasonally Adjusted	44400	1999.1	18740736000
Not Seasonally Adjusted	44400	1999.11	18045864000
Not Seasonally Adjusted	44400	1999.12	17630500000
Not Seasonally Adjusted	44400	2000.01	15260730000
Not Seasonally Adjusted	44400	2000.02	15845530000
Not Seasonally Adjusted	44400	2000.03	20173000000
Not Seasonally Adjusted	44400	2000.04	20057144000
Not Seasonally Adjusted	44400	2000.05	23121440000
Not Seasonally Adjusted	44400	2000.06	21774826000
Not Seasonally Adjusted	44400	2000.07	19680186000
Not Seasonally Adjusted	44400	2000.08	20223648000
Not Seasonally Adjusted	44400	2000.09	18800100000
Not Seasonally Adjusted	44400	2000.1	19522150000
Not Seasonally Adjusted	44400	2000.11	18027901000
Not Seasonally Adjusted	44400	2000.12	17122149000
Not Seasonally Adjusted	44400	2001.01	16030846000
Not Seasonally Adjusted	44400	2001.02	15679797000
Not Seasonally Adjusted	44400	2001.03	19254074000
Not Seasonally Adjusted	44400	2001.04	21966720000
Not Seasonally Adjusted	44400	2001.05	24648730000
Not Seasonally Adjusted	44400	2001.06	22647903000
Not Seasonally Adjusted	44400	2001.07	21094000000
Not Seasonally Adjusted	44400	2001.08	21286575000
